critic,crit_org,crit_cn,movie,m_year,director,dir_dob,dir_pob,cob
Fernanda Solórzano,Letras Libres Magazine,Mexico,Ida,2013,Paweł Pawlikowski,1957-09-15,"Warsaw, Poland",Poland
Fernanda Solórzano,Letras Libres Magazine,Mexico,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Fernanda Solórzano,Letras Libres Magazine,Mexico,The White Ribbon,2009,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Fernanda Solórzano,Letras Libres Magazine,Mexico,Still Walking,2008,Hirokazu Koreeda,1962-06-06,"Tokyo, Japan",Japan
Fernanda Solórzano,Letras Libres Magazine,Mexico,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Fernanda Solórzano,Letras Libres Magazine,Mexico,Dogville,2003,Lars von Trier,1956-04-30,"Kongens Lyngby, Denmark",Denmark
Fernanda Solórzano,Letras Libres Magazine,Mexico,Birdman,2014,Alejandro González Iñárritu,1963-08-15,"Mexico City, Mexico",Mexico
Fernanda Solórzano,Letras Libres Magazine,Mexico,Grizzly Man,2005,Werner Herzog,1942-09-05,,
David Stratton,The Australian,Australia,Amour,2012,Michael Haneke,1942-03-23,"Munich, Germany",Germany
David Stratton,The Australian,Australia,Distant,2002,Nuri Bilge Ceylan,1959-01-26,"Istanbul, Turkey",Turkey
David Stratton,The Australian,Australia,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
David Stratton,The Australian,Australia,Samson & Delilah,2009,Warwick Thornton,,,
David Stratton,The Australian,Australia,Leviathan,2014,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
David Stratton,The Australian,Australia,Still Walking,2008,Hirokazu Koreeda,1962-06-06,"Tokyo, Japan",Japan
David Stratton,The Australian,Australia,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
David Stratton,The Australian,Australia,Million Dollar Baby,2004,Clint Eastwood,,,
David Stratton,The Australian,Australia,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
David Stratton,The Australian,Australia,The Man Without A Past,2002,Aki Kaurismäki,1957-04-04,"Orimattila, Finland",Finland
Cédric Succivalli,International Cinephile Society,Italy,Mysteries of Lisbon,2010,Raoul Ruiz,1941-07-25,"Puerto Montt, Chile",Chile
Cédric Succivalli,International Cinephile Society,Italy,Margaret,2011,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Cédric Succivalli,International Cinephile Society,Italy,The New World,2005,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Cédric Succivalli,International Cinephile Society,Italy,Secret Things,2002,Jean-Claude Brisseau,1944-07-17,,
Cédric Succivalli,International Cinephile Society,Italy,La Ciénaga,2001,Lucrecia Martel,1966-12-14,"Salta, Argentina",Argentina
Cédric Succivalli,International Cinephile Society,Italy,Toni Erdmann,2016,Maren Ade,1976-12-12,"Karlsruhe, West Germany",West Germany
Cédric Succivalli,International Cinephile Society,Italy,In the Family,2011,Patrick Wang,,,
Cédric Succivalli,International Cinephile Society,Italy,Tabu,2012,Miguel Gomes,,,
Cédric Succivalli,International Cinephile Society,Italy,Gerry,2002,Gus Van Sant,1952-07-24,,
Cédric Succivalli,International Cinephile Society,Italy,Tropical Malady,2004,Apichatpong Weerasethakul,,,
Alin Tasciyan,Star,Turkey,The Turin Horse,2011,Béla Tarr and Ágnes Hranitzky,,,
Alin Tasciyan,Star,Turkey,The Return,2003,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Alin Tasciyan,Star,Turkey,The White Ribbon,2009,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Alin Tasciyan,Star,Turkey,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Alin Tasciyan,Star,Turkey,Songs from the Second Floor,2000,Roy Andersson,1943-03-31,"Gothenburg, Sweden",Sweden
Alin Tasciyan,Star,Turkey,Journey to the West,2014,Tsai Ming-liang,1957-10-27,,
Alin Tasciyan,Star,Turkey,The 3 Rooms of Melancholia,2004,Pirjo Honkasalo,1947-02-22,"Helsinki, Finland",Finland
Alin Tasciyan,Star,Turkey,The Gleaners and I,2000,Agnès Varda,1928-05-30,"Ixelles, Brussels, Belgium",Belgium
Alin Tasciyan,Star,Turkey,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Alin Tasciyan,Star,Turkey,Japon,2002,Carlos Reygadas,1971-10-10,"Mexico City, Mexico",Mexico
Charles Taylor,The Yale Review,US,Blue Is the Warmest Color,2013,Abdellatif Kechiche,1960-12-07,"Tunis, Tunisia",Tunisia
Charles Taylor,The Yale Review,US,Only Lovers Left Alive,2013,Jim Jarmusch,1953-01-22,"Cuyahoga Falls, Ohio, U.S.",U.S.
Charles Taylor,The Yale Review,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Charles Taylor,The Yale Review,US,Somewhere,2010,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Charles Taylor,The Yale Review,US,25th Hour,2002,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
Charles Taylor,The Yale Review,US,Inglourious Basterds,2009,Quentin Tarantino,1963-03-27,,
Charles Taylor,The Yale Review,US,The Artist,2011,Michel Hazanavicius,1967-03-29,"Paris, France",France
Charles Taylor,The Yale Review,US,Phoenix,2014,Christian Petzold,,,
Charles Taylor,The Yale Review,US,Femme Fatale,2002,Brian De Palma,1940-09-11,"Newark, New Jersey, U.S.",U.S.
Charles Taylor,The Yale Review,US,Fantastic Mr Fox,2009,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Ella Taylor,NPR.org,US,Neighboring Sounds,2012,Kleber Mendonça Filho,1968-11-03,"Recife, Pernambuco, Brazil",Brazil
Ella Taylor,NPR.org,US,The Master,2012,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Ella Taylor,NPR.org,US,The Band’s Visit,2007,Eran Kolirin,1973-11-04,Holon,Holon
Ella Taylor,NPR.org,US,Time Out,2001,Laurent Cantet,1961-04-11,,
Ella Taylor,NPR.org,US,Margaret,2011,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Ella Taylor,NPR.org,US,Ratatouille,2007,Brad Bird and Jan Pinkava,,,
Ella Taylor,NPR.org,US,Burning Bush,2013,Agnieszka Holland,1948-11-28,"Warsaw, Poland",Poland
Ella Taylor,NPR.org,US,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Ella Taylor,NPR.org,US,Leviathan,2014,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Ella Taylor,NPR.org,US,Barbara,2012,Christian Petzold,,,
Stephen Teo,Nanyang Techological University,Singapore,The Assassin,2015,Hou Hsiao-hsien,1947-04-08,"Meihsien County, Kwangtung, Republic of China",Republic of China
Stephen Teo,Nanyang Techological University,Singapore,The Grand Budapest Hotel,2014,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Stephen Teo,Nanyang Techological University,Singapore,Inception,2010,Christopher Nolan,1970-07-30,"London, England",England
Stephen Teo,Nanyang Techological University,Singapore,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,,,
Stephen Teo,Nanyang Techological University,Singapore,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Stephen Teo,Nanyang Techological University,Singapore,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Stephen Teo,Nanyang Techological University,Singapore,A Tale of Two Sisters,2003,Kim Jee-woon,1964-07-06,"Seoul, South Korea",South Korea
Stephen Teo,Nanyang Techological University,Singapore,Still Life,2006,Jia Zhangke,1970-05-24,"Fenyang, Shanxi, China",China
Stephen Teo,Nanyang Techological University,Singapore,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Stephen Teo,Nanyang Techological University,Singapore,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Kristin Thompson,University of Wisconsin-Madison,US,Goodbye to Language,2014,Jean-Luc Godard,1930-12-03,"Paris, France",France
Kristin Thompson,University of Wisconsin-Madison,US,Russian Ark,2002,Aleksandr Sokurov,1951-06-14,"Podorvikha, Irkutsky District, Soviet Union",Soviet Union
Kristin Thompson,University of Wisconsin-Madison,US,Holy Motors,2012,Leos Carax,1960-11-22,,
Kristin Thompson,University of Wisconsin-Madison,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Kristin Thompson,University of Wisconsin-Madison,US,Gravity,2013,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Kristin Thompson,University of Wisconsin-Madison,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Kristin Thompson,University of Wisconsin-Madison,US,About Elly,2009,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Kristin Thompson,University of Wisconsin-Madison,US,Moonrise Kingdom,2012,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Kristin Thompson,University of Wisconsin-Madison,US,The Headless Woman,2008,Lucrecia Martel,1966-12-14,"Salta, Argentina",Argentina
Kristin Thompson,University of Wisconsin-Madison,US,Pan's Labyrinth,2006,Guillermo Del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico",Mexico
Scott Tobias,Freelance film critic,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Scott Tobias,Freelance film critic,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Scott Tobias,Freelance film critic,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Scott Tobias,Freelance film critic,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Scott Tobias,Freelance film critic,US,Margaret,2011,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Scott Tobias,Freelance film critic,US,Meek's Cutoff,2010,Kelly Reichardt,1964-03-03,"Miami, Florida, U.S.",U.S.
Scott Tobias,Freelance film critic,US,25th Hour,2002,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
Scott Tobias,Freelance film critic,US,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Scott Tobias,Freelance film critic,US,Certified Copy,2010,Abbas Kiarostami,1940-06-22,"Tehran, Imperial State of Iran",Imperial State of Iran
Scott Tobias,Freelance film critic,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Peter Travers,Rolling Stone,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Peter Travers,Rolling Stone,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Peter Travers,Rolling Stone,US,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Peter Travers,Rolling Stone,US,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Peter Travers,Rolling Stone,US,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Peter Travers,Rolling Stone,US,The Departed,2006,Martin Scorsese,1942-11-17,"New York City, U.S.",U.S.
Peter Travers,Rolling Stone,US,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Peter Travers,Rolling Stone,US,12 Years a Slave,2013,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Peter Travers,Rolling Stone,US,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Peter Travers,Rolling Stone,US,Manchester by the Sea,2016,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Brian Truitt,USA Today,US,The Dark Knight,2008,Christopher Nolan,1970-07-30,"London, England",England
Brian Truitt,USA Today,US,Mad Max: Fury Road,2015,George Miller,,,
Brian Truitt,USA Today,US,Captain America: Winter Soldier,2014,Anthony and Joe Russo,1970-02-03,"Cleveland, Ohio, U.S.",U.S.
Brian Truitt,USA Today,US,Star Wars: Episode VII – The Force Awakens,2015,J. J. Abrams,1966-06-27,"New York City, U.S.",U.S.
Brian Truitt,USA Today,US,Love Actually,2003,Richard Curtis,1956-11-08,"Wellington, New Zealand",New Zealand
Brian Truitt,USA Today,US,Brick,2005,Rian Johnson,1973-12-17,"Silver Spring, Maryland, U.S.",U.S.
Brian Truitt,USA Today,US,Chicago,2002,Rob Marshall,1960-10-17,"Madison, Wisconsin, U.S.",U.S.
Brian Truitt,USA Today,US,Tropic Thunder,2008,Ben Stiller,1965-11-30,"New York City, U.S.",U.S.
Brian Truitt,USA Today,US,High Fidelity,2000,Stephen Frears,1941-06-20,"Leicester, England",England
Brian Truitt,USA Today,US,Silver Linings Playbook,2012,David O. Russell,1958-08-20,,
Rahul Verma,Freelance film critic,UK,City of God,2002,Fernando Meirelles and Kátia Lund,,,
Rahul Verma,Freelance film critic,UK,The Dark Knight,2008,Christopher Nolan,1970-07-30,"London, England",England
Rahul Verma,Freelance film critic,UK,Pan's Labyrinth,2006,Guillermo Del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico",Mexico
Rahul Verma,Freelance film critic,UK,The Lives of Others,2006,Florian Henckel von Donnersmarck,1973-05-02,"Cologne, West Germany",West Germany
Rahul Verma,Freelance film critic,UK,Four Lions,2010,Christopher Morris,,,
Rahul Verma,Freelance film critic,UK,Amores Perros,2000,Alejandro González Iñárritu,1963-08-15,"Mexico City, Mexico",Mexico
Rahul Verma,Freelance film critic,UK,Gangs of Wasseypur,2012,Anurag Kashyap,1972-09-10,,
Rahul Verma,Freelance film critic,UK,District 9,2009,Neill Blomkamp,1979-09-17,"Johannesburg, Transvaal, South Africa",South Africa
Rahul Verma,Freelance film critic,UK,Lagaan: Once Upon a Time in India,2001,Ashutosh Gowariker,1964-02-15,"Kolhapur, Maharashtra, India",India
Rahul Verma,Freelance film critic,UK,This Is England,2006,Shane Meadows,1972-12-26,"Uttoxeter, Staffordshire, England",England
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,The Assassin,2015,Hou Hsiao-hsien,1947-04-08,"Meihsien County, Kwangtung, Republic of China",Republic of China
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,Moulin Rouge!,2001,Baz Luhrmann,1962-09-17,,
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,Tropical Malady,2004,Apichatpong Weerasethakul,,,
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Wen Tien-Hsiang,Taipei Golden Horse Film Festival,Taiwan,Bowling for Columbine,2002,Michael Moore,1954-04-23,"Davison, Michigan, U.S.",U.S.
Stephen Whitty,Freelance film critic,US,Shame,2011,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Stephen Whitty,Freelance film critic,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Stephen Whitty,Freelance film critic,US,Pan's Labyrinth,2006,Guillermo Del Toro,1964-10-09,"Guadalajara, Jalisco, Mexico",Mexico
Stephen Whitty,Freelance film critic,US,The Skin I Live In,2011,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Stephen Whitty,Freelance film critic,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Stephen Whitty,Freelance film critic,US,The Hurt Locker,2008,Kathryn Bigelow,1951-11-27,"San Carlos, California, U.S.",U.S.
Stephen Whitty,Freelance film critic,US,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Stephen Whitty,Freelance film critic,US,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Stephen Whitty,Freelance film critic,US,The Royal Tenenbaums,2001,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Stephen Whitty,Freelance film critic,US,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Alissa Wilkinson,Christianity Today,US,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Alissa Wilkinson,Christianity Today,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Alissa Wilkinson,Christianity Today,US,WALL-E,2008,Andrew Stanton,1965-12-03,"Rockport, Massachusetts, U.S.",U.S.
Alissa Wilkinson,Christianity Today,US,Spotlight,2015,Tom McCarthy,,,
Alissa Wilkinson,Christianity Today,US,Once,2007,John Carney,,,
Alissa Wilkinson,Christianity Today,US,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Alissa Wilkinson,Christianity Today,US,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Alissa Wilkinson,Christianity Today,US,Mad Max: Fury Road,2015,George Miller,,,
Alissa Wilkinson,Christianity Today,US,Selma,2014,Ava DuVernay,1972-08-24,"Long Beach, California, U.S.",U.S.
Alissa Wilkinson,Christianity Today,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Jake Wilson,Fairfax Media,Australia,Like Someone In Love,2012,Abbas Kiarostami,1940-06-22,"Tehran, Imperial State of Iran",Imperial State of Iran
Jake Wilson,Fairfax Media,Australia,AI: Artificial Intelligence,2001,Steven Spielberg,1946-12-18,"Cincinnati, Ohio, U.S.",U.S.
Jake Wilson,Fairfax Media,Australia,The Story of Marie and Julien,2003,Jacques Rivette,1928-03-01,"Rouen, France",France
Jake Wilson,Fairfax Media,Australia,The Deep Blue Sea,2011,Terence Davies,1945-11-10,"Liverpool, England",England
Jake Wilson,Fairfax Media,Australia,Film socialisme,2010,Jean-Luc Godard,1930-12-03,"Paris, France",France
Jake Wilson,Fairfax Media,Australia,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Jake Wilson,Fairfax Media,Australia,Blissfully Yours,2002,Apichatpong Weerasethakul,,,
Jake Wilson,Fairfax Media,Australia,Be Kind Rewind,2008,Michel Gondry,1963-05-08,"Versailles, France",France
Jake Wilson,Fairfax Media,Australia,Frontier of Dawn,2008,Philippe Garrel,1948-04-06,,
Jake Wilson,Fairfax Media,Australia,I Don't Want to Sleep Alone,2006,Tsai Ming-liang,1957-10-27,,
Stephanie Zacharek,Time Magazine,US,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Stephanie Zacharek,Time Magazine,US,Kings and Queen,2004,Arnaud Desplechin,1960-10-31,"Roubaix, France",France
Stephanie Zacharek,Time Magazine,US,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Stephanie Zacharek,Time Magazine,US,Oldboy,2003,Park Chan-wook,1963-08-23,"Seoul, South Korea",South Korea
Stephanie Zacharek,Time Magazine,US,Antichrist,2009,Lars von Trier,1956-04-30,"Kongens Lyngby, Denmark",Denmark
Stephanie Zacharek,Time Magazine,US,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Stephanie Zacharek,Time Magazine,US,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Stephanie Zacharek,Time Magazine,US,Femme Fatale,2002,Brian De Palma,1940-09-11,"Newark, New Jersey, U.S.",U.S.
Stephanie Zacharek,Time Magazine,US,Casino Royale,2006,Martin Campbell,1943-10-24,"Hastings, New Zealand",New Zealand
Stephanie Zacharek,Time Magazine,US,Blue Is the Warmest Color,2013,Abdellatif Kechiche,1960-12-07,"Tunis, Tunisia",Tunisia
Chadi Zeneddine,Doha Film Institute,Qatar,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Chadi Zeneddine,Doha Film Institute,Qatar,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Chadi Zeneddine,Doha Film Institute,Qatar,A Prophet,2009,Jacques Audiard,1952-04-30,"Paris, France",France
Chadi Zeneddine,Doha Film Institute,Qatar,Amélie,2001,Jean-Pierre Jeunet,1953-09-03,"Roanne, Loire, France",France
Chadi Zeneddine,Doha Film Institute,Qatar,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Chadi Zeneddine,Doha Film Institute,Qatar,Brokeback Mountain,2005,Ang Lee,1954-10-23,"Chaozhou, Pingtung, Taiwan",Taiwan
Chadi Zeneddine,Doha Film Institute,Qatar,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Chadi Zeneddine,Doha Film Institute,Qatar,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Chadi Zeneddine,Doha Film Institute,Qatar,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Chadi Zeneddine,Doha Film Institute,Qatar,Amour,2012,Michael Haneke,1942-03-23,"Munich, Germany",Germany
